Rank,Title,Score,Chapters/Volumes,Published,Link
11948,Marie-sama wo Wakarasetai!,6.67,Manga (2 vols),Oct 2020 - Sep 2021,https://myanimelist.net/manga/134874/Marie-sama_wo_Wakarasetai
11949,Ochikobore Majo to Koi wo Shiranai Tensai Majutsushi,6.67,Manga (? vols),Feb 2021 -,https://myanimelist.net/manga/135926/Ochikobore_Majo_to_Koi_wo_Shiranai_Tensai_Majutsushi
11950,"Kukuku....... Yatsu wa Shitennou no Naka demo Saijaku" to Kaiko sareta Ore, Naze ka Yuusha to Seijo no Shishou ni Naru,6.67,Manga (? vols),Feb 2021 -,https://myanimelist.net/manga/138562/Kukuku_Yatsu_wa_Shitennou_no_Naka_demo_Saijaku_to_Kaiko_sareta_Ore_Naze_ka_Yuusha_to_Seijo_no_Shishou_ni_Naru
11951,Otaku datte Gal to Koi Shitai,6.67,Manga (1 vols),Apr 2021 - Apr 2021,https://myanimelist.net/manga/139094/Otaku_datte_Gal_to_Koi_Shitai
11952,Sono Monban, Saikyou ni Tsuki: Tsuihou sareta Bougyoryoku 9999 no Senshi, Outo no Monban toshite Musou suru,6.67,Manga (? vols),Oct 2020 -,https://myanimelist.net/manga/139558/Sono_Monban_Saikyou_ni_Tsuki__Tsuihou_sareta_Bougyoryoku_9999_no_Senshi_Outo_no_Monban_toshite_Musou_suru
11953,Saiaku na Futari no Hajimari wa,6.66,Manga (1 vols),Oct 2017 - Aug 2018,https://myanimelist.net/manga/111054/Saiaku_na_Futari_no_Hajimari_wa
11954,Kimi wa 008,6.66,Manga (? vols),Feb 2018 -,https://myanimelist.net/manga/112590/Kimi_wa_008
11955,Ashita, Naisho no Kiss Shiyou,6.66,Manga (3 vols),Apr 2018 - May 2019,https://myanimelist.net/manga/114263/Ashita_Naisho_no_Kiss_Shiyou
11956,Shoujo-tachi wa Kouya wo Mezasu: Yukidoke no Oto,6.66,Manga (2 vols),Jul 2016 - May 2018,https://myanimelist.net/manga/114902/Shoujo-tachi_wa_Kouya_wo_Mezasu__Yukidoke_no_Oto
11957,Kinjo no Nanako-san,6.66,Manga (3 vols),Jul 2018 - Apr 2021,https://myanimelist.net/manga/115389/Kinjo_no_Nanako-san
11958,Nihonkoku Shoukan,6.66,Manga (? vols),Jun 2018 -,https://myanimelist.net/manga/115514/Nihonkoku_Shoukan
11959,Hoshokukei Heroine ni Ato 1-nen Inai ni Taberaremasu,6.66,Manga (2 vols),Nov 2018 - Sep 2020,https://myanimelist.net/manga/116667/Hoshokukei_Heroine_ni_Ato_1-nen_Inai_ni_Taberaremasu
11960,Yubiwa no Eranda Konyakusha,6.66,Manga (? vols),Nov 2018 -,https://myanimelist.net/manga/120911/Yubiwa_no_Eranda_Konyakusha
11961,Watashi wa Gotsugou Shugi na Kaiketsu Tantou no Oujo de Aru,6.66,Manga (? vols),Nov 2019 -,https://myanimelist.net/manga/123797/Watashi_wa_Gotsugou_Shugi_na_Kaiketsu_Tantou_no_Oujo_de_Aru
11962,Rakudai Kenja no Gakuin Musou: Nidome no Tensei, S-Rank Cheat Majutsushi Boukenroku,6.66,Manga (? vols),Sep 2019 -,https://myanimelist.net/manga/124029/Rakudai_Kenja_no_Gakuin_Musou__Nidome_no_Tensei_S-Rank_Cheat_Majutsushi_Boukenroku
11963,Mukashi Yuusha de Ima wa Hone,6.66,Manga (? vols),Oct 2019 -,https://myanimelist.net/manga/125846/Mukashi_Yuusha_de_Ima_wa_Hone
11964,Nanatsu no Maken ga Shihai suru,6.66,Manga (? vols),May 2019 -,https://myanimelist.net/manga/126232/Nanatsu_no_Maken_ga_Shihai_suru
11965,Maou Gakuen no Hangyakusha: Jinrui Hatsu no Maou Kouhou, Kenzoku Shoujo to Ouza wo Mezashite Nariagaru,6.66,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/128934/Maou_Gakuen_no_Hangyakusha__Jinrui_Hatsu_no_Maou_Kouhou_Kenzoku_Shoujo_to_Ouza_wo_Mezashite_Nariagaru
11966,Gokigen You, Koharu-san,6.66,Manga (? vols),Jun 2019 -,https://myanimelist.net/manga/129214/Gokigen_You_Koharu-san
11967,Fukei-san to Ansatsu-san,6.66,Manga (? vols),Jul 2018 -,https://myanimelist.net/manga/130366/Fukei-san_to_Ansatsu-san
11968,Isekai ni Otosareta... Jouka wa Kihon! @comic,6.66,Manga (? vols),Feb 2020 -,https://myanimelist.net/manga/132139/Isekai_ni_Otosareta_Jouka_wa_Kihon_comic
11969,Sanzennenme no Kamitaiou,6.66,Manga (3 vols),Dec 2020 - Nov 2021,https://myanimelist.net/manga/132144/Sanzennenme_no_Kamitaiou
11970,Soba ni Itemo Ii n da ze,6.66,Manga (1 vols),Mar 2014 - Jul 2015,https://myanimelist.net/manga/89935/Soba_ni_Itemo_Ii_n_da_ze
11971,Hitorijime: Choukyou Ganbou,6.66,Manga (10 vols),Oct 2013 - Jun 2017,https://myanimelist.net/manga/94931/Hitorijime__Choukyou_Ganbou
11972,B.S.S.M.,6.66,Manga (1 vols),Jun 2014 - Apr 2015,https://myanimelist.net/manga/96689/BSSM
11973,Honey Sour Flavor,6.66,Manga (1 vols),Mar 2012 - Jan 2013,https://myanimelist.net/manga/98916/Honey_Sour_Flavor
11974,Izure Shinwa no Ragnarok,6.66,Manga (3 vols),Jun 2016 - Nov 2017,https://myanimelist.net/manga/99015/Izure_Shinwa_no_Ragnarok
11975,Granblue Fantasy,6.66,Manga (7 vols),May 2016 - Dec 2019,https://myanimelist.net/manga/106800/Granblue_Fantasy
11976,Wabisabi,6.66,Manga (1 vols),Aug 2011 - Dec 2016,https://myanimelist.net/manga/107888/Wabisabi
11977,Sennetsu,6.66,Manga (3 vols),Nov 2015 - Aug 2018,https://myanimelist.net/manga/108185/Sennetsu
11978,Koi ni Koisuru Yukari-chan,6.66,Manga (5 vols),Jul 2017 - Apr 2020,https://myanimelist.net/manga/108188/Koi_ni_Koisuru_Yukari-chan
11979,Hajimete, Kudasai.,6.66,Manga (1 vols),Jul 2012 - Apr 2013,https://myanimelist.net/manga/61365/Hajimete_Kudasai
11980,Futsuu Hyakkei,6.66,One-shot (? vols),Dec 2011 - Dec 2011,https://myanimelist.net/manga/63913/Futsuu_Hyakkei
11981,Karate Shoukoushi Monogatari,6.66,Manga (6 vols),Sep 2012 - Apr 2014,https://myanimelist.net/manga/66293/Karate_Shoukoushi_Monogatari
11982,Blue Gray no Kutsuoto,6.66,One-shot (? vols),Apr 2012 - Apr 2012,https://myanimelist.net/manga/67093/Blue_Gray_no_Kutsuoto
11983,Fairy Tail: Blue Mistral,6.66,Manga (4 vols),Aug 2014 - Dec 2015,https://myanimelist.net/manga/75495/Fairy_Tail__Blue_Mistral
11984,Devilman Tai Yami no Teiou,6.66,Manga (3 vols),Nov 2012 - Jul 2014,https://myanimelist.net/manga/75719/Devilman_Tai_Yami_no_Teiou
11985,Kyou kara Yonshimai,6.66,Manga (3 vols),Oct 2013 - Dec 2014,https://myanimelist.net/manga/77173/Kyou_kara_Yonshimai
11986,Eh? Heibon desu yo??,6.66,Manga (3 vols),Nov 2014 - Jun 2016,https://myanimelist.net/manga/83029/Eh_Heibon_desu_yo
11987,Devilman Saga,6.66,Manga (13 vols),Dec 2014 - Mar 2020,https://myanimelist.net/manga/85924/Devilman_Saga
11988,Zetsubou Danshi to Chuugoku Musume,6.66,Manga (4 vols),May 2014 - Mar 2018,https://myanimelist.net/manga/88619/Zetsubou_Danshi_to_Chuugoku_Musume
11989,Batsu Hare,6.66,Manga (? vols),Mar 2022 -,https://myanimelist.net/manga/144869/Batsu_Hare
11990,Uketsukejou ni Kokuhaku shitakute Guild ni Kayoitsumetara Eiyuu ni Natteta,6.66,Manga (? vols),Aug 2021 -,https://myanimelist.net/manga/145246/Uketsukejou_ni_Kokuhaku_shitakute_Guild_ni_Kayoitsumetara_Eiyuu_ni_Natteta
11991,Leveling Up My Husband to the Max,6.66,Manhwa (? vols),Jun 2021 -,https://myanimelist.net/manga/147374/Leveling_Up_My_Husband_to_the_Max
11992,I'm the Soldier's Ex-Girlfriend,6.66,Manhwa (? vols),Jul 2020 - Mar 2022,https://myanimelist.net/manga/147810/Im_the_Soldiers_Ex-Girlfriend
11993,Gamerz Heaven!,6.66,Manga (4 vols),2002 -,https://myanimelist.net/manga/1318/Gamerz_Heaven
11994,Pokémon Fushigi no Dungeon: Ginji no Kyuujotai,6.66,Manga (1 vols),Sep 2006 - Feb 2007,https://myanimelist.net/manga/1693/Pokémon_Fushigi_no_Dungeon__Ginji_no_Kyuujotai
11995,Sayonara, Papa.,6.66,Manga (1 vols),May 2002 - May 2002,https://myanimelist.net/manga/1737/Sayonara_Papa
11996,Sex=Love²,6.66,Manga (2 vols),2005 - 2006,https://myanimelist.net/manga/1898/Sex_Love²
11997,Digimon Zero Two,6.66,Manhua (2 vols),-,https://myanimelist.net/manga/2388/Digimon_Zero_Two
11998,Red Angel,6.66,Manga (2 vols),2003 - 2003,https://myanimelist.net/manga/3538/Red_Angel
11999,37°C Kiss,6.66,Manga (1 vols),2003 -,https://myanimelist.net/manga/3657/37°C_Kiss
12000,Shiranami no Illusion,6.66,Manga (1 vols),1992 - 1992,https://myanimelist.net/manga/3994/Shiranami_no_Illusion
12001,Ningyo no Namida,6.66,Manga (1 vols),Jun 1998 - Jun 1998,https://myanimelist.net/manga/4032/Ningyo_no_Namida
12002,Chisa x Pon,6.66,Manga (8 vols),-,https://myanimelist.net/manga/4108/Chisa_x_Pon
12003,Katsuai (Dakaretai),6.66,Manga (1 vols),-,https://myanimelist.net/manga/4634/Katsuai_Dakaretai
12004,Rash!!,6.66,Manga (2 vols),Sep 1994 - Jan 1995,https://myanimelist.net/manga/5374/Rash
12005,Mado,6.66,One-shot (? vols),Apr 2004 - Apr 2004,https://myanimelist.net/manga/6874/Mado
12006,Seijou Kouchakan no Jijou,6.66,Manga (1 vols),2006 - 2007,https://myanimelist.net/manga/8015/Seijou_Kouchakan_no_Jijou
12007,Neji to Lantern,6.66,Manga (1 vols),2003 - Nov 2004,https://myanimelist.net/manga/8403/Neji_to_Lantern
12008,Hotel Hishinumarou,6.66,Manga (1 vols),May 2008 - 2015,https://myanimelist.net/manga/8710/Hotel_Hishinumarou
12009,Monk!,6.66,Manhwa (6 vols),2007 - 2009,https://myanimelist.net/manga/8960/Monk
12010,Route 225,6.66,Manga (1 vols),Jan 2007 - Jan 2008,https://myanimelist.net/manga/9226/Route_225
12011,Rikujou Bouei-tai Mao-chan,6.66,Manga (4 vols),Jul 2002 - Aug 2004,https://myanimelist.net/manga/9911/Rikujou_Bouei-tai_Mao-chan
12012,Legendary Kang Do-Young,6.66,Manhwa (3 vols),-,https://myanimelist.net/manga/10857/Legendary_Kang_Do-Young
12013,Ai★Kaimasse!,6.66,One-shot (? vols),2007 - 2007,https://myanimelist.net/manga/11134/Ai★Kaimasse
12014,Bokkesan,6.66,Manga (2 vols),Dec 2008 - Apr 2009,https://myanimelist.net/manga/11741/Bokkesan
12015,Ar Tonelico: Arpeggio,6.66,Manga (3 vols),Sep 2005 - Aug 2006,https://myanimelist.net/manga/12456/Ar_Tonelico__Arpeggio
12016,Bara no Kusari,6.66,Manga (3 vols),2008 -,https://myanimelist.net/manga/12472/Bara_no_Kusari
12017,Layton Kyouju to Yukai na Jiken,6.66,Manga (4 vols),Nov 2008 - Jun 2012,https://myanimelist.net/manga/13042/Layton_Kyouju_to_Yukai_na_Jiken
12018,Chu-Bra!!,6.66,Manga (7 vols),Jan 2007 - Apr 2011,https://myanimelist.net/manga/14624/Chu-Bra
12019,Space Ship EE,6.66,Manga (1 vols),2002 -,https://myanimelist.net/manga/14811/Space_Ship_EE
12020,Ruri no Kaze ni Hana wa Nagareru,6.66,Manga (3 vols),Oct 2007 - Feb 2010,https://myanimelist.net/manga/14921/Ruri_no_Kaze_ni_Hana_wa_Nagareru
12021,SoltyRei - The Red Lady,6.66,Manga (1 vols),2006 -,https://myanimelist.net/manga/15381/SoltyRei_-_The_Red_Lady
12022,Akatsuki ni Tatsu Lion,6.66,Manga (1 vols),Aug 2003 - Aug 2003,https://myanimelist.net/manga/15425/Akatsuki_ni_Tatsu_Lion
12023,Hana Sakasu Te, Tsubomi no Kimi,6.66,One-shot (? vols),Oct 2008 - Oct 2008,https://myanimelist.net/manga/16571/Hana_Sakasu_Te_Tsubomi_no_Kimi
12024,Cucumber x Sandwich,6.66,Manga (1 vols),2008 - 2009,https://myanimelist.net/manga/17537/Cucumber_x_Sandwich
12025,18 Years Old, We Got Married,6.66,Manhwa (10 vols),2008 - 2008,https://myanimelist.net/manga/18739/18_Years_Old_We_Got_Married
12026,Goumaden Shuten Douji,6.66,Manga (7 vols),Aug 2002 - Oct 2005,https://myanimelist.net/manga/19557/Goumaden_Shuten_Douji
12027,Kamigurai,6.66,Manga (1 vols),Dec 2006 - Feb 2007,https://myanimelist.net/manga/20174/Kamigurai
12028,Ai ga Areba Ii no da,6.66,Manga (2 vols),1992 -,https://myanimelist.net/manga/21055/Ai_ga_Areba_Ii_no_da
12029,Seitoubatsutai Rei & Saki C-R-O-S-S,6.66,Manga (3 vols),Mar 2007 - Mar 2008,https://myanimelist.net/manga/21433/Seitoubatsutai_Rei___Saki_C-R-O-S-S
12030,Sakura Omoi,6.66,One-shot (? vols),2009 - 2009,https://myanimelist.net/manga/21760/Sakura_Omoi
12031,24-jikan Renaichuu,6.66,One-shot (? vols),Aug 2009 - Aug 2009,https://myanimelist.net/manga/22631/24-jikan_Renaichuu
12032,Setsunai Himitsu,6.66,Manga (1 vols),Mar 2008 -,https://myanimelist.net/manga/23108/Setsunai_Himitsu
12033,Finlandia: Santa Yousei Gakkou,6.66,Manga (2 vols),Dec 2010 - Aug 2011,https://myanimelist.net/manga/25475/Finlandia__Santa_Yousei_Gakkou
12034,Runway wo☆Produce!!,6.66,Manga (1 vols),Mar 2011 - Apr 2011,https://myanimelist.net/manga/25558/Runway_wo☆Produce
12035,Futari wa Precure,6.66,Manga (2 vols),Mar 2004 - Dec 2004,https://myanimelist.net/manga/25921/Futari_wa_Precure
12036,Mirror Image,6.66,Manga (1 vols),-,https://myanimelist.net/manga/26905/Mirror_Image
12037,Mizu no Naka,6.66,One-shot (? vols),Jun 2005 - Jun 2005,https://myanimelist.net/manga/26975/Mizu_no_Naka
12038,87 Clockers,6.66,Manga (9 vols),Jun 2011 - Jun 2016,https://myanimelist.net/manga/27395/87_Clockers
12039,Hajimete, Koi, shita.,6.66,Manga (1 vols),Feb 2011 - Nov 2014,https://myanimelist.net/manga/27463/Hajimete_Koi_shita
12040,Ani Koi,6.66,Manga (8 vols),Dec 2008 - Mar 2012,https://myanimelist.net/manga/27701/Ani_Koi
12041,Love Maniac,6.66,Manga (1 vols),2005 - 2005,https://myanimelist.net/manga/29871/Love_Maniac
12042,Hokkenshitsu,6.66,Manga (2 vols),Sep 2011 - Jun 2013,https://myanimelist.net/manga/30241/Hokkenshitsu
12043,Antimagia,6.66,Manga (2 vols),Jun 2011 - Mar 2012,https://myanimelist.net/manga/33429/Antimagia
12044,Haiiro no Cinderella,6.66,Manga (1 vols),-,https://myanimelist.net/manga/36453/Haiiro_no_Cinderella
12045,Kimi no Ai de Motenashite,6.66,One-shot (? vols),Sep 2010 - Sep 2010,https://myanimelist.net/manga/37211/Kimi_no_Ai_de_Motenashite
12046,Dare ni mo Naisho,6.66,One-shot (? vols),Oct 2011 - Oct 2011,https://myanimelist.net/manga/40093/Dare_ni_mo_Naisho
12047,Namida no Memory,6.66,One-shot (? vols),Sep 2010 - Sep 2010,https://myanimelist.net/manga/40445/Namida_no_Memory
12048,Sakura Juuyuushi,6.66,Manga (2 vols),Aug 2012 - Oct 2013,https://myanimelist.net/manga/40729/Sakura_Juuyuushi
12049,Ugetsu Monogatari,6.66,Manga (1 vols),2008 -,https://myanimelist.net/manga/45827/Ugetsu_Monogatari
12050,Anitsuu!,6.66,Manga (1 vols),Sep 2012 - Dec 2012,https://myanimelist.net/manga/47479/Anitsuu
12051,Soutaisei Moteron,6.66,Manga (2 vols),Feb 2012 - Jan 2013,https://myanimelist.net/manga/47567/Soutaisei_Moteron
12052,Ruru Chouchou,6.66,One-shot (? vols),Dec 2012 - Dec 2012,https://myanimelist.net/manga/47807/Ruru_Chouchou
12053,Mugen Himitsu,6.66,One-shot (? vols),Feb 2013 - Feb 2013,https://myanimelist.net/manga/49749/Mugen_Himitsu
12054,The Red Soul,6.65,Manhwa (3 vols),Apr 2008 -,https://myanimelist.net/manga/19206/The_Red_Soul
12055,Full Metal Panic! Surplus,6.65,Manga (1 vols),Jul 2003 - Jul 2003,https://myanimelist.net/manga/19682/Full_Metal_Panic_Surplus
12056,Cerberus,6.65,Manga (10 vols),Jan 2010 - Oct 2011,https://myanimelist.net/manga/20208/Cerberus
12057,GDGD-DOGS,6.65,Manga (3 vols),Jul 2010 - Dec 2013,https://myanimelist.net/manga/21385/GDGD-DOGS
12058,Snow Gift,6.65,One-shot (? vols),2009 - 2009,https://myanimelist.net/manga/22035/Snow_Gift
12059,Urara-chan no Naka no Hito,6.65,Manga (2 vols),2010 -,https://myanimelist.net/manga/22626/Urara-chan_no_Naka_no_Hito
12060,Blood-C,6.65,Manga (4 vols),May 2011 - Aug 2012,https://myanimelist.net/manga/26182/Blood-C
12061,Princess no Kakurega,6.65,Manga (1 vols),2009 - 2009,https://myanimelist.net/manga/26632/Princess_no_Kakurega
12062,Shooting Star,6.65,Manga (1 vols),2006 - 2006,https://myanimelist.net/manga/27217/Shooting_Star
12063,Princess to Kekkon?,6.65,Manga (1 vols),Aug 2009 - Aug 2009,https://myanimelist.net/manga/29287/Princess_to_Kekkon
12064,Otasuke Miko Miko-chan,6.65,Manga (2 vols),Feb 2011 - Feb 2014,https://myanimelist.net/manga/32961/Otasuke_Miko_Miko-chan
12065,Malicious Code,6.65,Manga (4 vols),Aug 2011 - Dec 2012,https://myanimelist.net/manga/34321/Malicious_Code
12066,Ghost Writer,6.65,Manga (2 vols),May 2011 - Mar 2013,https://myanimelist.net/manga/34611/Ghost_Writer
12067,Inugami-hime no Shimobe,6.65,Manga (2 vols),Jan 2012 - Apr 2013,https://myanimelist.net/manga/35309/Inugami-hime_no_Shimobe
12068,Riding Bean,6.65,Manga (? vols),Sep 1988 - Feb 1989,https://myanimelist.net/manga/36611/Riding_Bean
12069,Shinsekai yori,6.65,Manga (7 vols),May 2012 - Jun 2014,https://myanimelist.net/manga/41575/Shinsekai_yori
12070,Kyoufu Gallery,6.65,Manga (1 vols),Jul 1998 - Jul 1998,https://myanimelist.net/manga/41661/Kyoufu_Gallery
12071,Fate/Prototype: Tribute Phantasm,6.65,Manga (1 vols),Aug 2012 - Aug 2012,https://myanimelist.net/manga/41681/Fate_Prototype__Tribute_Phantasm
12072,Jinja no Mori no Noraneko-kun,6.65,Manga (1 vols),Jun 2012 - Aug 2012,https://myanimelist.net/manga/42385/Jinja_no_Mori_no_Noraneko-kun
12073,Rengoku no Cartagra,6.65,Manga (2 vols),Sep 2012 - Jul 2013,https://myanimelist.net/manga/46066/Rengoku_no_Cartagra
12074,Prince no Shukumei,6.65,Manga (1 vols),Nov 2008 - Nov 2008,https://myanimelist.net/manga/47881/Prince_no_Shukumei
12075,Kimi koso Boku no Koimonogatari,6.65,Manga (1 vols),2010 - 2010,https://myanimelist.net/manga/49525/Kimi_koso_Boku_no_Koimonogatari
12076,Oto☆Koi,6.65,Manga (1 vols),Jun 2013 - Jun 2013,https://myanimelist.net/manga/57081/Oto☆Koi
12077,Kakusansei Million Arthur: Gunjou no Sorcery Lord,6.65,Manga (3 vols),Apr 2013 - Mar 2015,https://myanimelist.net/manga/62545/Kakusansei_Million_Arthur__Gunjou_no_Sorcery_Lord
12078,Himesama Tanuki no Koizanyou,6.65,Manga (9 vols),Oct 2013 - Dec 2016,https://myanimelist.net/manga/65311/Himesama_Tanuki_no_Koizanyou
12079,Ouji-sama Game,6.65,Manga (1 vols),Jan 2012 - Apr 2012,https://myanimelist.net/manga/66707/Ouji-sama_Game
12080,Stealth Symphony,6.65,Manga (3 vols),Feb 2014 - Jul 2014,https://myanimelist.net/manga/66811/Stealth_Symphony
12081,Shoku no Hana,6.65,One-shot (? vols),Sep 2012 - Sep 2012,https://myanimelist.net/manga/75331/Shoku_no_Hana
12082,Selector Infected WIXOSS: Re/verse,6.65,Manga (2 vols),Sep 2014 - Oct 2015,https://myanimelist.net/manga/77025/Selector_Infected_WIXOSS__Re_verse
12083,16-sai, Shinkon Hajimemashita.,6.65,Manga (1 vols),Nov 2012 - Mar 2014,https://myanimelist.net/manga/78033/16-sai_Shinkon_Hajimemashita
12084,Chikai no Kiss wa, 16-sai,6.65,Manga (1 vols),Dec 2010 - Feb 2014,https://myanimelist.net/manga/78205/Chikai_no_Kiss_wa_16-sai
12085,Kyoudai hodo Chikaku Tooimono wa Nai,6.65,Manga (6 vols),Jan 2013 - May 2016,https://myanimelist.net/manga/78961/Kyoudai_hodo_Chikaku_Tooimono_wa_Nai
12086,Kokuhakumamire,6.65,Manga (1 vols),Jan 2011 - May 2014,https://myanimelist.net/manga/78975/Kokuhakumamire
12087,Unmei no Onnanoko,6.65,Manga (1 vols),Dec 2013 - Aug 2014,https://myanimelist.net/manga/80233/Unmei_no_Onnanoko
12088,Manatsu no Blue,6.65,One-shot (? vols),Jul 2013 - Jul 2013,https://myanimelist.net/manga/83273/Manatsu_no_Blue
12089,Dragon Ball Z: Fukkatsu no "F",6.65,Manga (? vols),Feb 2015 - Apr 2015,https://myanimelist.net/manga/86671/Dragon_Ball_Z__Fukkatsu_no_F
12090,Paradise Residence,6.65,Manga (3 vols),May 2014 - Jan 2016,https://myanimelist.net/manga/86934/Paradise_Residence
12091,Akaneiro Confiture,6.65,Manga (1 vols),Nov 2011 - Jul 2012,https://myanimelist.net/manga/87072/Akaneiro_Confiture
12092,Warau Ishi,6.65,Manga (3 vols),Nov 2014 - Jan 2016,https://myanimelist.net/manga/87712/Warau_Ishi
12093,Shachiku to Shoujo no 1800-nichi,6.65,Manga (13 vols),Apr 2017 - Sep 2020,https://myanimelist.net/manga/110624/Shachiku_to_Shoujo_no_1800-nichi
12094,Seichou Cheat de Nandemo Dekiruyou ni Natta ga, Mushoku dake wa Yamerarenai you desu,6.65,Manga (? vols),Nov 2017 -,https://myanimelist.net/manga/111287/Seichou_Cheat_de_Nandemo_Dekiruyou_ni_Natta_ga_Mushoku_dake_wa_Yamerarenai_you_desu
12095,Kuro-chan Chi no Oshiire ga Tsukaenai Wake,6.65,Manga (2 vols),Aug 2015 - Jan 2018,https://myanimelist.net/manga/112133/Kuro-chan_Chi_no_Oshiire_ga_Tsukaenai_Wake
12096,Hourou Sekai,6.65,Manga (1 vols),May 2014 - Oct 2017,https://myanimelist.net/manga/112166/Hourou_Sekai
12097,Danshi Koukousei wo Yashinaitai Oneesan no Hanashi,6.65,Manga (13 vols),Apr 2018 - Mar 2022,https://myanimelist.net/manga/113717/Danshi_Koukousei_wo_Yashinaitai_Oneesan_no_Hanashi
12098,Saikyoushoku "Ryuukishi" kara Shokyuushoku "Hakobiya" ni Natta noni Nazeka Yuusha-tachi kara Tayoraretemasu @comic,6.65,Manga (? vols),Jan 2018 -,https://myanimelist.net/manga/118168/Saikyoushoku_Ryuukishi_kara_Shokyuushoku_Hakobiya_ni_Natta_noni_Nazeka_Yuusha-tachi_kara_Tayoraretemasu_comic
12099,Saikyou no Madoushi. Hiza ni Ya wo Uketeshimatta node Inaka no Eihei ni Naru,6.65,Manga (? vols),Feb 2019 -,https://myanimelist.net/manga/119304/Saikyou_no_Madoushi_Hiza_ni_Ya_wo_Uketeshimatta_node_Inaka_no_Eihei_ni_Naru
12100,Shounen no Hatsukoi wa Bishoujo ♂ deshita.,6.65,Manga (3 vols),Jul 2019 - Oct 2020,https://myanimelist.net/manga/119318/Shounen_no_Hatsukoi_wa_Bishoujo_♂_deshita
12101,Ookiku Nattara Kekkon suru!,6.65,Manga (3 vols),Aug 2019 - Mar 2021,https://myanimelist.net/manga/121782/Ookiku_Nattara_Kekkon_suru
12102,Unicorn Otousan,6.65,Manga (1 vols),Dec 2017 - Jul 2018,https://myanimelist.net/manga/122671/Unicorn_Otousan
12103,Ookii Kouhai wa Suki desu ka?,6.65,Manga (4 vols),Aug 2019 - Sep 2021,https://myanimelist.net/manga/123529/Ookii_Kouhai_wa_Suki_desu_ka
12104,Tsubasa-chan, Kimi wa: Matching shita Onna wa Satsujinki,6.65,Manga (? vols),Dec 2019 - May 2020,https://myanimelist.net/manga/124982/Tsubasa-chan_Kimi_wa__Matching_shita_Onna_wa_Satsujinki
12105,Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀,6.65,Manga (? vols),Dec 2019 -,https://myanimelist.net/manga/125039/Eiyuuou_Bu_wo_Kiwameru_Tame_Tenseisu__Soshite_Sekai_Saikyou_no_Minarai_Kishi♀
12106,Ai ga Nakuccha, Komarimasu!,6.65,Manga (2 vols),Nov 2016 - Dec 2018,https://myanimelist.net/manga/125855/Ai_ga_Nakuccha_Komarimasu
12107,Tensei Shimashite, Genzai wa Jijo de Gozaimasu.,6.65,Manga (? vols),Mar 2019 -,https://myanimelist.net/manga/126689/Tensei_Shimashite_Genzai_wa_Jijo_de_Gozaimasu
12108,Natsuki-kun wa Kyou mo Kirei,6.65,Manga (1 vols),Dec 2016 - Apr 2020,https://myanimelist.net/manga/127876/Natsuki-kun_wa_Kyou_mo_Kirei
12109,Kono Ato Mechakucha Love Comedy shita,6.65,Manga (2 vols),Mar 2020 - May 2021,https://myanimelist.net/manga/129856/Kono_Ato_Mechakucha_Love_Comedy_shita
12110,Watashi, Elite Tenshi desu ga Nankou Furaku na JK ni Komattemasu!,6.65,Manga (? vols),Jun 2020 -,https://myanimelist.net/manga/131478/Watashi_Elite_Tenshi_desu_ga_Nankou_Furaku_na_JK_ni_Komattemasu
12111,Fushichou e no Tensei: Dragon Taoseru tte Futsuu no Tori ja Nai yo ne?,6.65,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/131484/Fushichou_e_no_Tensei__Dragon_Taoseru_tte_Futsuu_no_Tori_ja_Nai_yo_ne
12112,Ester De Valonia,6.65,Manga (2 vols),Jan 2020 - Dec 2020,https://myanimelist.net/manga/131608/Ester_De_Valonia
12113,Ikusei Skill wa Mou Iranai to Yuusha Party wo Kaikosareta node, Taishoku Kingawari ni Moratta "Ryouchi" wo Tsuyoku shitemiru,6.65,Manga (? vols),Jan 2020 -,https://myanimelist.net/manga/133626/Ikusei_Skill_wa_Mou_Iranai_to_Yuusha_Party_wo_Kaikosareta_node_Taishoku_Kingawari_ni_Moratta_Ryouchi_wo_Tsuyoku_shitemiru
12114,Kojiin Tamer,6.65,Manga (? vols),Aug 2019 -,https://myanimelist.net/manga/137108/Kojiin_Tamer
12115,Nekogahara,6.65,Manga (5 vols),Sep 2015 - Apr 2018,https://myanimelist.net/manga/91486/Nekogahara
12116,Hunky Dory,6.65,Manga (3 vols),Oct 2015 - Dec 2016,https://myanimelist.net/manga/94088/Hunky_Dory
12117,Christmas no Mahou,6.65,One-shot (? vols),Nov 2015 - Nov 2015,https://myanimelist.net/manga/95372/Christmas_no_Mahou
12118,Kiznaiver,6.65,Manga (2 vols),Mar 2016 - Feb 2017,https://myanimelist.net/manga/97635/Kiznaiver
12119,Shinigiwa,6.65,Manga (1 vols),Jul 2016 - Oct 2016,https://myanimelist.net/manga/100032/Shinigiwa
12120,Mata, Kataomou.,6.65,Manga (3 vols),Jul 2016 - Jul 2018,https://myanimelist.net/manga/100231/Mata_Kataomou
12121,Ureshon!,6.65,Manga (? vols),Apr 2016 -,https://myanimelist.net/manga/100412/Ureshon
